Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
https://media.britishmuseum.org/media/Repository/Documents/2014_10/13_20/ab60de94_69fc_4371_83a5_a3c301582769/preview_00835894_001.jpg,adze (object name); model (object name),No: Optional[EA35578],,,,"A model adze-blade: cut from thin sheet copper, tapering from the edge to the butt. The edge is unsharpened and the metal is corroded.; ",,,,,,,2nd Dynasty,,,Excavated/Findspot: Tomb of Khasekhem,copper,,,cut,"12.50 centimetres;  0.10 centimetres;  3.50 centimetres at edge ;  1.90 centimetres; ",,"Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, 28, pl.IXA, 4; pl.XLV, 77-80.
For other examples of Early Dynastic model adzes, see E. Amélineau, ‘Les Nouvelles Fouilles d’Abydos’ II (1896-7), pl.XVIII, 1, 6; J. de Morgan, ‘Recherches sur les Origines de l’Égypte II (Paris, 1896-7), 251, figs. 831-3, 835-6; W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl.XLV, 77-80; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913),  pl.V, 17; J. E. Quibell, ‘Archaic Objects’ (Cairo, 1905),  no. 14539; A. C. Mace in G. A. Reisner (ed.), 'The early dynastic cemeteries of Naga-ed-Dêr' II, (California, 1908), 47, fig. 107, (3) and pl.48a; L. Grinsell, 'Guide Catalogue Bristol', 26, fig. 9; W. C. Hayes, 'The scepter of Egypt : a background for the study of the Egyptian antiquities in the Metropolitan Museum of Art' I (Cambridge, Mass,  1953), 46, fig. 36; A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ I (Berlin, 1929-31), nos. 132, 136 and pl.7.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 11)",,fair (corroded),,,,,,Donated by: Egypt Exploration Fund,,Excavated by: Egypt Exploration Fund,Donated by: Egypt Exploration Fund,1901,,,Egypt and Sudan,EA35578,"1901,1012.78",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/13_20/6c1e1ebd_c6d7_4024_aed5_a3c301587e73/preview_00835972_001.jpg,adze (object name); model (object name),No: Optional[EA35577],,,,"A model adze-blade: cut from thin sheet copper, tapering from the edge to the butt. The edge is unsharpened and the metal is corroded.; ",,,,,,,2nd Dynasty,,,Excavated/Findspot: Tomb of Khasekhem,copper,,,cut,"12.50 centimetres;  0.10 centimetres;  2.30 centimetres at edge ;  1.20 centimetres; ",,"Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, 28, pl.IXA, 4; pl.XLV, 77-80
For other examples of Early Dynastic model adzes, see E. Amélineau, ‘Les Nouvelles Fouilles d’Abydos’ II (1896-7), pl.XVIII, 1, 6; J. de Morgan, ‘Recherches sur les Origines de l’Égypte II (Paris, 1896-7), 251, figs. 831-3, 835-6; W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl.XLV, 77-80; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913),  pl.V, 17; J. E. Quibell, ‘Archaic Objects’ (Cairo, 1905),  no. 14539; A. C. Mace in G. A. Reisner (ed.), 'The early dynastic cemeteries of Naga-ed-Dêr' II, (California, 1908), 47, fig. 107, (3) and pl.48a; L. Grinsell, 'Guide Catalogue Bristol', 26, fig. 9; W. C. Hayes, 'The scepter of Egypt : a background for the study of the Egyptian antiquities in the Metropolitan Museum of Art' I (Cambridge, Mass,  1953), 46, fig. 36; A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ I (Berlin, 1929-31), nos. 132, 136 and pl.7.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 11)",,fair (corroded),,,,,,Donated by: Egypt Exploration Fund,,Excavated by: Egypt Exploration Fund,Donated by: Egypt Exploration Fund,1901,,,Egypt and Sudan,EA35577,"1901,1012.77",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/1_7/996e0dd2_efa4_4597_ba1d_a3b7007a176c/preview_00036343_001.jpg,adze (object name); foundation-deposit (object name),No: Optional[EA26279],,,,"Adze: bronze blade bound to wooden handle with leather thong; incised cartouche of Hatshepsut.; ",,,,,,,18th Dynasty,,,Excavated/Findspot: Temple of Hatshepsut (Foundation deposit),wood; bronze; leather,,,bound; incised,"34.30 centimetres; ","Inscription type: inscription Inscription position: handle Inscription script: hieroglyphic; ","This inscribed adze comes from a foundation deposit in the temple of Hatshepsut at Deir el-Bahari. It is recorded as a 'model of adze, copper blade fastened by original red thong to wwoden handle' in the distribution list of the Egypt Exploration Fund (https://egyptartefacts.griffith.ox.ac.uk/documents/dist-14-01a).",Taylor 2010 / Journey through the afterlife: Ancient Egyptian Book of the Dead,"On display (Room 62 - Egyptian Death and Afterlife: Mummies, Display Case 21)","Exhibited:
2010 4th Nov-2011 6th March, Round Reading Room BM, Book of the Dead
2012 July -September, Tokyo, Mori museum, The Book of the Dead: Journey Through the Afterlife
2012, October - November, Fukuoka Museum of Art, The Book of the Dead
2013, May - September, Perth, Western Australian Museum, The Book of the Dead",good,,Named in inscription: Hatshepsut,,,,Donated by: Egypt Exploration Fund,,Excavated by: Egypt Exploration Fund,Donated by: Egypt Exploration Fund,1896,,,Egypt and Sudan,EA26279,"1896,0210.8",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/13_20/fdb0efcc_9ec5_4219_be40_a3c301586ca4/preview_00835968_001.jpg,adze (object name); model (object name),No: Optional[EA35576],,,,"A model adze-blade: cut from thin sheet copper. The sides are concave and the metal surface is covered with a thin layer of corrosion. The cutting edge has been slightly sharpened, although this is not usually the case with model tools.; ",,,,,,,2nd Dynasty,,,Excavated/Findspot: Tomb of Khasekhem,copper,,,cut,"10.80 centimetres;  0.15 centimetres;  2.80 centimetres at edge ;  2.30 centimetres; ",,"Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, 28, pl.IXA, 4.
For other examples of Early Dynastic model adzes, see E. Amélineau, ‘Les Nouvelles Fouilles d’Abydos’ II (1896-7), pl.XVIII, 1, 6; J. de Morgan, ‘Recherches sur les Origines de l’Égypte II (Paris, 1896-7), 251, figs. 831-3, 835-6; W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl.XLV, 77-80; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913),  pl.V, 17; J. E. Quibell, ‘Archaic Objects’ (Cairo, 1905),  no. 14539; A. C. Mace in G. A. Reisner (ed.), 'The early dynastic cemeteries of Naga-ed-Dêr' II, (California, 1908), 47, fig. 107, (3) and pl.48a; L. Grinsell, 'Guide Catalogue Bristol', 26, fig. 9; W. C. Hayes, 'The scepter of Egypt : a background for the study of the Egyptian antiquities in the Metropolitan Museum of Art' I (Cambridge, Mass,  1953), 46, fig. 36; A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ I (Berlin, 1929-31), nos. 132, 136 and pl.7.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 11)",,good,,,,,,Donated by: Egypt Exploration Fund,,Excavated by: Egypt Exploration Fund,Donated by: Egypt Exploration Fund,1901,,,Egypt and Sudan,EA35576,"1901,1012.76",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/6_13/0042035b_128c_48ba_941c_a3bc00e0883e/preview_00420002_001.jpg,adze (object name),No: Optional[EA59223],,,,"A large adze-blade of copper: with slightly concave sides expanding from the top to the edge. The front of the blade has a curved ridge for added strength, just below the middle. The butt is square, with one corner bent over, and the cutting edge is slightly convex. The surfaces of the metal are partially covered by stable corrosion products.; ",,,,,,,1st Dynasty,,,Found/Acquired: Egypt,copper,,,,"25.00 centimetres;  439.40 grammes;  0.70 centimetres;  9.50 centimetres; ",,"The form of this blade, with the strengthening ridge, is paralleled by a number of adzes of First Dynasty date. See W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pls.V, 26; VI, 7; W. M. F. Petrie, 'Tarkhan' II (London, 1914),  pl.III, 7; W. M. F. Petrie, 'Tools and weapons : illustrated by the Egyptian collection in University College, London' (London, 1917), pl.XVI, 66; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' I' (Cairo, 1949), 38, fig. 21, type 3 and pl.10B.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 12)",,incomplete - no handle,,,,,,Purchased from: Mohammed Mohassib,,,Purchased from: Mohammed Mohassib,1929,,,Egypt and Sudan,EA59223,"1929,0511.1",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_21/3e55abe1_9878_4531_b5de_a3b90160aa35/preview_00229433_001.jpg,religious/ritual equipment (object name); model (object name); adze (object name),No: Optional[EA15779],,,,"Wooden model of ""adze"" used in Opening of Mouth Ceremony. Incised hieroglyphic text including the name of Prince Nehy on the handle and the ritual name of the tool on the head.; ",,,,,,,18th Dynasty,,,Found/Acquired: Egypt,wood,,,incised,"10.20 centimetres; ","Inscription type: inscription Inscription script: hieroglyphic Inscription transliteration: wr-HkAw Inscription translation: Great-of-hekau (magic, magical power); Inscription type: inscription Inscription script: hieroglyphic Inscription transliteration: zA-nsw nHy mAa-xrw Inscription translation: King's son, Nehy, true of voice.; ","Published: Götter, Gräber und die Kunst, 225 (no. 295a)","Strudwick 2009 / True ""ritual objects"" in Egyptian private tombs?","On display (Room 62 - Egyptian Death and Afterlife: Mummies, Display Case 25)",,good,,Named in inscription: Nehy,,,,Purchased from: Rev. Greville John Chester,,,Purchased from: Rev. Greville John Chester,1885,,,Egypt and Sudan,EA15779,"1885,0723.23",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_16/e7b5df1c_6051_44ee_be29_a3da010b35be/preview_01214050_001.jpg,adze (object name),No: Optional[EA67564],,,,"A narrow copper adze-blade: with a rounded butt, slightly concave sides, and a convex cutting edge. The edge has been sharpened by hammering and grinding from only one side of the blade.; ",,,,,,,1st Dynasty,,,Excavated/Findspot: Tomb of Djer,copper,,,hammered; ground,"16.20 centimetres;  64.20 grammes;  0.30 centimetres max ;  2.30 centimetres max ; ",,"Bibliography:
W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl.VI, 23.
For other examples of Early Dynastic round-topped adzes, see J. E. Quibell, 'Excavations at Saqqara, 1912-1914: Archaic Mastabas’ (Cairo, 1923), pl.VIII, 1; G. A. Reisner, 'The early dynastic cemeteries of Naga-ed-Dêr' I, (California, 1908), 115 and pl.40d; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' I (Cairo, 1949), 31-7 and pl.10A; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' II (Cairo, 1954), 59-61 and pl.XXXIb; Z. Y. Saad, 'The excavations at Helwan art and civilization in the first and second Egyptian dynasties' (Norman, 1969), pl.38: W. M. F. Petrie, 'Abydos' I (London, 1902), pl.L, (M.13); W. M. F. Petrie, 'Tombs of the courtiers and Oxyrhynkos' (London, 1925),  pls.IV, 5, 7, 8; V, 19, 24:W. M. F. Petrie, 'Gizeh and Rifeh' (Warminster, 1977), pl.IIIA, top left; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pls.V, 15, 25, 28, 29; J. Garstang, ‘Maḥâsna and Bêt Khallâf’ (London, 1989), pls.XVI, XXIII, XXIV; P. Montet, 'Kêmi' 8 (1946), pl.X; C. M. Firth and J. E. Quibell, 'Excavations at Saqqara : the Step Pyramid' II (Cairo, 1935), pl.93, (3); A. Scharff, 'Die archaeologischen Ergebnisse des vorgeschichtlichen Gräberfeldes von Abusir el-Meleq' I (Leipzeig, 1926), pl.28, (259).


see W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pls.XLI, 90, 92; XLV, 65-75; W. M. F. Petrie, 'Gizeh and Rifeh' (Warminster, 1977), pl.VIE. 150; W. M. F. Petrie, 'Tarkhan I and Memphis V' (London, 1913), pl.V, 18-22; A. C. Mace in G. A. Reisner (ed.), 'The early dynastic cemeteries of Naga-ed-Dêr' II, (California, 1908), 47, fig. 107, (4) and pl.48a; J. de Morgan, ‘Recherches sur les Origines de l’Égypte (Paris, 1896-7), 251, fig. 838; 252, fig. 846; E. Amélineau, ‘Les Nouvelles Fouilles d’Abydos’ II (1896-7), pl.XVIII, 1-2; A. Scharff, ‘Die Altertümer der Vor – und Frühzeit Ägyptens’ I (Berlin, 1929-31), no. 137a and pl.7.",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 10)",,fair (corroded),,,,,,Donated by: Egypt Exploration Fund,,Excavated by: Egypt Exploration Fund,Donated by: Egypt Exploration Fund,1901,,,Egypt and Sudan,EA67564,"1901,1028.33",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_11/5_14/9b88eb7e_61d0_4bba_bc65_a3da00f051ee/preview_01211612_001.jpg,adze (object name),No: Optional[EA30079],,,,"A strong copper adze-blad:e with a flat butt and straight sides. The width is greatest at the cutting edge, from which it decreases steadily to the butt. The edge is slightly convex and has been hammered and ground from only one face of the blade. Small traces of linen adhere to the corroded surface of the tool.; ",,,,,,,1st Dynasty,,,Found/Acquired: Abydos (?),copper; linen,,,hammered; ground,"18.10 centimetres max ;  0.137 kilograms;  0.50 centimetres;  2.50 centimetres max ; ",,"The date of acquisition suggests that this object may have come from the Early Dynastic royal tombs at Abydos.
For other examples of Early Dynastic square-topped adzes, see E. Amélineau, ‘Les Nouvelles Fouilles d’Abydos’ II (1896-7), pl.XVIII; W. M. F. Petrie, 'Royal Tombs of the Earliest Dynasties' II, pl.XLV, 77; W. M. F. Petrie, 'Tools and weapons : illustrated by the Egyptian collection in University College, London' (London, 1917), 16 and pls.XV-XVI; W. M. F. Petrie, 'Tombs of the courtiers and Oxyrhynkos' (London, 1925), pl.V, 5; Z. Y. Saad, 'The excavations at Helwan art and civilization in the first and second Egyptian dynasties' (Norman, 1969), pl.38; W. B. Emery, 'Great tombs of the First Dynasty; excavations at Sakkara' I' (Cairo, 1949), 37-41 and pl.10B; G. A. Reisner, 'The early dynastic cemeteries of Naga-ed-Dêr' I, (California, 1908), 114 and pl.40d; J. E. Quibell & F. W. Green, 'Hierakonpolis' II (London, 1989), 26 and pl.XVLIIIb; J. E. Quibell, ‘Archaic Objects’ (Cairo, 1905), nos, 14511-2 and pl.58; J. Garstang, ‘Maḥâsna and Bêt Khallâf’ (London, 1989), pls.XVI, XXIII; A. Scharff, 'Die archaeologischen Ergebnisse des vorgeschichtlichen Gräberfeldes von Abusir el-Meleq' I (Leipzeig, 1926), pl.28, (257-8).",Spencer 1980 / Early Dynastic Objects,"On display (Room 64 - Early Egypt, Display Case 12)",,incomplete - handle lost,,,,,,Purchased from: R J Moss & Co,,,Purchased from: R J Moss & Co,1898,,,Egypt and Sudan,EA30079,"1898,0315.205",,,
https://media.britishmuseum.org/media/Repository/Documents/2014_9/30_7/eadc7fb7_be9f_4d69_94cf_a3b600811c9b/preview_00178648_001.jpg,aegis (object name),No: Optional[EA60855],,,,"Bronze aegis of Isis wearing the sun-disc and horns atop a modius of uraei and a striated lappet-wig; the face is made of silver(?); two rings at the back of the collar(corroded).; ",,,,,,,Ancient Egypt,,,Found/Acquired: Egypt,bronze; silver (?),,,,"26.50 centimetres;  20.00 centimetres;  5.49 centimetres; ",,,,"On display (Room 1- Enlightenment, Trade & Discovery, Floor Case 24, top, Left)",,fair - some corrosion,ancient egyptian deity,Representation of: Isis,,,,Purchased from: Henry Salt,,,Purchased from: Henry Salt,,,,Egypt and Sudan,EA60855,.60855,Miscellaneous number: St.817 (St.817),,
"",fitting (object name); aegis (object name),No: Optional[EA38208],,,,"Copper alloy falcon-headed aegis with the double crown; column of Hieroglyphic text down the front; hollow cylinder behind.; ",,,,,,,Late Period,,,Found/Acquired: Egypt,copper alloy,,,,"15.20 centimetres;  18.20 centimetres; ",,,,"On display (Room 1 - Enlightenment, Religions, Wall Press 82, Shelf 3)",,fair (incomplete),,,,,,Purchased from: Peter Whelan,,,Purchased from: Peter Whelan,1862,,,Egypt and Sudan,EA38208,"1862,0221.1",,,
